,IR_generic_id,IR_generic_name,Ingredient,lexi_generic_id,lexi_generic_name,rows_in_db,catgs
897,1015,PIRACETAM LIQUID ORAL 33.33 % 120 mL,PIRACETAM,2725,Piracetam,Piracetam,2725|3579
2354,51981,PIRACETAM SOLUTION ORAL 20 % 200 mL,PIRACETAM,2725,Piracetam,Piracetam,2725|3579
2323,52769,PIRACETAM LIQUID ORAL 33.33 % 200 mL,PIRACETAM,2725,Piracetam,Piracetam,2725|3579
356,1014,PIRACETAM TABLET ORAL 800 mg,PIRACETAM,2725,Piracetam,Piracetam,2725|3579
419,52145,PIPERAZINE SYRUP ORAL 750 mg/5 mL 60 mL,PIPERAZINE,2723,Piperazine,Piperazine,4080
1567,3894,"PIPERACILLIN (AS SODIUM) / TAZOBACTAM (AS SODIUM) INJECTION, POWDER, FOR SOLUTION PARENTERAL 4 g/0.5 g",PIPERACILLIN (AS SODIUM),2719,Piperacillin,Piperacillin,2719|3610|3939|3970
1548,5702,"PIPERACILLIN (AS SODIUM) / TAZOBACTAM (AS SODIUM) INJECTION, POWDER, FOR SOLUTION PARENTERAL 3 g/0.375 g",PIPERACILLIN (AS SODIUM),2719,Piperacillin,Piperacillin,2719|3610|3939|3970
1526,2081,"PIPERACILLIN (AS SODIUM) / TAZOBACTAM (AS SODIUM) INJECTION, POWDER, FOR SOLUTION PARENTERAL 2 g/0.25 g",PIPERACILLIN (AS SODIUM),2719,Piperacillin,Piperacillin,2719|3610|3939|3970
870,5217,PIOGLITAZONE TABLET ORAL 30 mg,PIOGLITAZONE,2714,Pioglitazone,Pioglitazone,2714|3580|3619|3768|3769|3770|3819|3820|4050
1185,5625,PIOGLITAZONE TABLET ORAL 45 mg,PIOGLITAZONE,2714,Pioglitazone,Pioglitazone,2714|3580|3619|3768|3769|3770|3819|3820|4050
875,5624,PIOGLITAZONE TABLET ORAL 15 mg,PIOGLITAZONE,2714,Pioglitazone,Pioglitazone,2714|3580|3619|3768|3769|3770|3819|3820|4050
1996,1009,PIMOZIDE TABLET ORAL 4 mg,PIMOZIDE,2710,Pimozide,Pimozide,2710|3581|3615|3638|3639|3702|3724|3727|3728|3789|3790|3816|3818|3819|3822|3997|3999|4003|4004
2173,51964,PIMOZIDE TABLET ORAL 1 mg,PIMOZIDE,2710,Pimozide,Pimozide,2710|3581|3615|3638|3639|3702|3724|3727|3728|3789|3790|3816|3818|3819|3822|3997|3999|4003|4004
2176,1861,APROTININ INJECTION PARENTERAL 10000000 [iU]/1mL 10 mL,APROTININ,271,Aprotinin,Aprotinin,271
1110,5421,PIMECROLIMUS CREAM TOPICAL 1 % 30 g,PIMECROLIMUS,2709,Pimecrolimus,Pimecrolimus,2709|3819|3820
514,1008,"PILOCARPINE HYDROCHLORIDE SOLUTION, DROPS OPHTHALMIC 4 % 10 mL",PILOCARPINE HYDROCHLORIDE,2704,Pilocarpine (Ophthalmic),Pilocarpine (Ophthalmic) | Pilocarpine (Systemic) | Pilocarpine and Epinephrine,2704|3700|3837
1784,1006,"PILOCARPINE HYDROCHLORIDE SOLUTION, DROPS OPHTHALMIC 1 % 10 mL",PILOCARPINE HYDROCHLORIDE,2704,Pilocarpine (Ophthalmic),Pilocarpine (Ophthalmic) | Pilocarpine (Systemic) | Pilocarpine and Epinephrine,2704|3700|3837
1750,1007,"PILOCARPINE HYDROCHLORIDE SOLUTION, DROPS OPHTHALMIC 2 % 10 mL",PILOCARPINE HYDROCHLORIDE,2704,Pilocarpine (Ophthalmic),Pilocarpine (Ophthalmic) | Pilocarpine (Systemic) | Pilocarpine and Epinephrine,2704|3700|3837
1242,1005,VITAMIN K1 (PHYTOMENADIONE) TABLET ORAL 10 mg,VITAMIN K1 (PHYTOMENADIONE),2701,Phytonadione,Vitamin K1 (SYN),2701|4090
1314,1003,VITAMIN K1 (PHYTOMENADIONE) INJECTION PARENTERAL 10 mg/1mL 1 mL,VITAMIN K1 (PHYTOMENADIONE),2701,Phytonadione,Vitamin K1 (SYN),2701|4090
1728,1004,VITAMIN K1 (PHYTOMENADIONE) INJECTION PARENTERAL 2 mg/1mL 0.5 mL,VITAMIN K1 (PHYTOMENADIONE),2701,Phytonadione,Vitamin K1 (SYN),2701|4090
106,13434,APREPITANT CAPSULE ORAL 125 mg,APREPITANT,270,Aprepitant,Aprepitant,270|3724|3727|3728|3757|3760|3761|3775|3812|3813|3816|3817|3818
1766,997,PHENYTOIN SODIUM CREAM TOPICAL 1 % 30 g,PHENYTOIN SODIUM,2696,Phenytoin,Phenytoin,2696|3618|3621|3704|3717|3719|3739|3741|3757|3758|3759|3762|3778|3779|3780|3784|3808|3810|3819|3820|3850|3871|3879|3880|3920|3971|3987|4057|4063
303,6072,PHENYTOIN SUSPENSION ORAL 30 mg/5mL 120 mL,PHENYTOIN,2696,Phenytoin,Phenytoin,2696|3618|3621|3704|3717|3719|3739|3741|3757|3758|3759|3762|3778|3779|3780|3784|3808|3810|3819|3820|3850|3871|3879|3880|3920|3971|3987|4057|4063
482,995,PHENYTOIN SODIUM INJECTION PARENTERAL 50 mg/1mL 5 mL,PHENYTOIN SODIUM,2696,Phenytoin,Phenytoin,2696|3618|3621|3704|3717|3719|3739|3741|3757|3758|3759|3762|3778|3779|3780|3784|3808|3810|3819|3820|3850|3871|3879|3880|3920|3971|3987|4057|4063
1052,996,PHENYTOIN / PHENOBARBITAL TABLET ORAL 100 mg/50 mg,PHENYTOIN,2696,Phenytoin,Phenytoin,2696|3618|3621|3704|3717|3719|3739|3741|3757|3758|3759|3762|3778|3779|3780|3784|3808|3810|3819|3820|3850|3871|3879|3880|3920|3971|3987|4057|4063
660,993,PHENYTOIN SODIUM CAPSULE ORAL 100 mg,PHENYTOIN SODIUM,2696,Phenytoin,Phenytoin,2696|3618|3621|3704|3717|3719|3739|3741|3757|3758|3759|3762|3778|3779|3780|3784|3808|3810|3819|3820|3850|3871|3879|3880|3920|3971|3987|4057|4063
2324,52698,PHENYTOIN SUSPENSION ORAL 30 mg/5mL 200 mL,PHENYTOIN,2696,Phenytoin,Phenytoin,2696|3618|3621|3704|3717|3719|3739|3741|3757|3758|3759|3762|3778|3779|3780|3784|3808|3810|3819|3820|3850|3871|3879|3880|3920|3971|3987|4057|4063
711,52273,ACETAMINOPHEN / DIPHENHYDRAMINE / PHENYLEPHRINE SYRUP ORAL 160 mg/12.5 mg/2.5 mg/5mL 120 mL,PHENYLEPHRINE,2688,Phenylephrine (Systemic),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",2688|3586|3826|4042
566,51894,GUAIFENESIN / CHLORPHENIRAMINE / PHENYLEPHRINE SYRUP ORAL 100 mg/2 mg/5 mg/5mL 60 mL,PHENYLEPHRINE,2688,Phenylephrine (Systemic),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",2688|3586|3826|4042
1388,22078,ACETAMINOPHEN / GUAIFENESIN / PHENYLEPHRINE SYRUP ORAL 125 mg/50 mg/2.5 mg/5mL 120 mL,PHENYLEPHRINE,2688,Phenylephrine (Systemic),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",2688|3586|3826|4042
1373,51873,ACETAMINOPHEN / PHENYLEPHRINE / CHLORPHENIRAMINE TABLET ORAL 325 mg/5 mg/2 mg,PHENYLEPHRINE,2688,Phenylephrine (Systemic),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",2688|3586|3826|4042
432,21832,ACETAMINOPHEN / DIPHENHYDRAMINE / PHENYLEPHRINE SYRUP ORAL 160 mg/12.5 mg/2.5 mg/5mL 60 mL,PHENYLEPHRINE,2688,Phenylephrine (Systemic),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",2688|3586|3826|4042
1284,1635,PHENYLEPHRINE HYDROCHLORIDE INJECTION PARENTERAL 10 mg/1mL 1 mL,PHENYLEPHRINE HYDROCHLORIDE,2688,Phenylephrine (Systemic),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",2688|3586|3826|4042
2308,52665,ACETAMINOPHEN / GUAIFENESIN / PHENYLEPHRINE SYRUP ORAL 125 mg/50 mg/2.5 mg/5mL 60 mL,PHENYLEPHRINE,2688,Phenylephrine (Systemic),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",2688|3586|3826|4042
2085,52877,DEXTROMETHORPHAN / GUAIFENESIN / PHENYLEPHRINE SYRUP ORAL /5mL 200 mL,PHENYLEPHRINE,2688,Phenylephrine (Systemic),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",2688|3586|3826|4042
1676,51940,CODEINE PHOSPHATE / GUAIFENESIN / PHENYLEPHRINE SYRUP ORAL 10 mg/100 mg/5 mg/5mL 60 mL,PHENYLEPHRINE,2688,Phenylephrine (Systemic),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",2688|3586|3826|4042
975,52271,ACETAMINOPHEN / GUAIFENESIN / PHENYLEPHRINE SYRUP ORAL 125 mg/50 mg/2.5 mg/5mL 200 mL,PHENYLEPHRINE,2688,Phenylephrine (Systemic),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",2688|3586|3826|4042
512,51915,ACETAMINOPHEN / CHLORPHENIRAMINE / DEXTROMETHORPHAN / PHENYLEPHRINE SYRUP ORAL 160 mg/1 mg/5 mg/2.5 mg/5mL 60 mL,PHENYLEPHRINE,2688,Phenylephrine (Systemic),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",2688|3586|3826|4042
965,50378,ACETAMINOPHEN / CHLORPHENIRAMINE / DEXTROMETHORPHAN / PHENYLEPHRINE SYRUP ORAL 160 mg/1 mg/5 mg/2.5 mg/5mL 200 mL,PHENYLEPHRINE,2688,Phenylephrine (Systemic),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",2688|3586|3826|4042
1394,50341,ACETAMINOPHEN / CHLORPHENIRAMINE / DEXTROMETHORPHAN / PHENYLEPHRINE SYRUP ORAL 160 mg/1 mg/5 mg/2.5 mg/5mL 120 mL,PHENYLEPHRINE,2688,Phenylephrine (Systemic),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",2688|3586|3826|4042
1709,52668,CHLORPHENIRAMINE / DEXTROMETHORPHAN / PHENYLEPHRINE SYRUP ORAL 2 mg/15 mg/5 mg/5mL 120 mL,PHENYLEPHRINE,2688,Phenylephrine (Systemic),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",2688|3586|3826|4042
969,52274,ACETAMINOPHEN / DIPHENHYDRAMINE / PHENYLEPHRINE SYRUP ORAL 160 mg/12.5 mg/2.5 mg/5mL 200 mL,PHENYLEPHRINE,2688,Phenylephrine (Systemic),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",2688|3586|3826|4042
1741,992,"PHENYLEPHRINE / ZINC SOLUTION, DROPS OPHTHALMIC 0.12 %/0.25 % 10 mL",PHENYLEPHRINE,2687,Phenylephrine (Ophthalmic),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",3586|4042
1696,991,"PHENYLEPHRINE HYDROCHLORIDE SOLUTION, DROPS OPHTHALMIC 5 % 10 mL",PHENYLEPHRINE HYDROCHLORIDE,2687,Phenylephrine (Ophthalmic),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",3586|4042
1619,989,"PHENYLEPHRINE HYDROCHLORIDE SOLUTION, DROPS NASAL 0.5 % 10 mL",PHENYLEPHRINE HYDROCHLORIDE,2686,Phenylephrine (Nasal),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",3586|3826|3827|4042
1735,10141,PHENYLEPHRINE HYDROCHLORIDE SPRAY NASAL 0.5 % 20 mL,PHENYLEPHRINE HYDROCHLORIDE,2686,Phenylephrine (Nasal),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",3586|3826|3827|4042
980,51877,PHENYLEPHRINE HYDROCHLORIDE SPRAY NASAL 0.25 % 15 mL,PHENYLEPHRINE HYDROCHLORIDE,2686,Phenylephrine (Nasal),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",3586|3826|3827|4042
1665,12330,PHENYLEPHRINE HYDROCHLORIDE SPRAY NASAL 0.25 % 20 mL,PHENYLEPHRINE HYDROCHLORIDE,2686,Phenylephrine (Nasal),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",3586|3826|3827|4042
957,51878,PHENYLEPHRINE HYDROCHLORIDE SPRAY NASAL 0.5 % 15 mL,PHENYLEPHRINE HYDROCHLORIDE,2686,Phenylephrine (Nasal),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",3586|3826|3827|4042
1622,988,"PHENYLEPHRINE HYDROCHLORIDE SOLUTION, DROPS NASAL 0.25 % 10 mL",PHENYLEPHRINE HYDROCHLORIDE,2686,Phenylephrine (Nasal),"Phenylephrine (Nasal) | Phenylephrine (Ophthalmic) | Phenylephrine (Systemic) | Phenylephrine (Topical) | Phenylephrine and Ketorolac | Phenylephrine and Pramoxine | Phenylephrine and Pyrilamine | Phenylephrine and Thonzylamine | Phenylephrine, Hydrocodone, and Chlorpheniramine",3586|3826|3827|4042
2171,984,PHENOXYBENZAMINE CAPSULE ORAL 10 mg,PHENOXYBENZAMINE,2680,Phenoxybenzamine,Phenoxybenzamine,3587|3588|3631|3672
846,2291,"PHENOL GLYCERIN SOLUTION, DROPS AURICULAR (OTIC) 6.4 g/93.6 g 10 mL",PHENOL GLYCERIN,2679,Phenol and Zinc Oxide,Phenol and Zinc Oxide,
934,977,PHENOBARBITAL SODIUM INJECTION PARENTERAL 200 mg/1mL,PHENOBARBITAL SODIUM,2678,PHENobarbital,PHENobarbital,2678|3618|3648|3702|3717|3719|3731|3732|3739|3741|3757|3760|3761|3775|3781|3782|3799|3802|3803|3808|3810|3871|3920|3986|3987|4057
496,979,PHENOBARBITAL TABLET ORAL 100 mg,PHENOBARBITAL,2678,PHENobarbital,PHENobarbital,2678|3618|3648|3702|3717|3719|3731|3732|3739|3741|3757|3760|3761|3775|3781|3782|3799|3802|3803|3808|3810|3871|3920|3986|3987|4057
530,980,PHENOBARBITAL TABLET ORAL 15 mg,PHENOBARBITAL,2678,PHENobarbital,PHENobarbital,2678|3618|3648|3702|3717|3719|3731|3732|3739|3741|3757|3760|3761|3775|3781|3782|3799|3802|3803|3808|3810|3871|3920|3986|3987|4057
1053,996,PHENYTOIN / PHENOBARBITAL TABLET ORAL 100 mg/50 mg,PHENOBARBITAL,2678,PHENobarbital,PHENobarbital,2678|3618|3648|3702|3717|3719|3731|3732|3739|3741|3757|3760|3761|3775|3781|3782|3799|3802|3803|3808|3810|3871|3920|3986|3987|4057
1438,982,PHENOBARBITAL TABLET ORAL 60 mg,PHENOBARBITAL,2678,PHENobarbital,PHENobarbital,2678|3618|3648|3702|3717|3719|3731|3732|3739|3741|3757|3760|3761|3775|3781|3782|3799|3802|3803|3808|3810|3871|3920|3986|3987|4057
649,976,PHENAZOPYRIDINE HYDROCHLORIDE TABLET ORAL 100 mg,PHENAZOPYRIDINE HYDROCHLORIDE,2671,Phenazopyridine,Phenazopyridine,3920
871,973,PERPHENAZINE TABLET ORAL 4 mg,PERPHENAZINE,2666,Perphenazine,Perphenazine,2666|3581|3615|3638|3639|3640|3702|3724|3727|3728|3757|3760|3761|3781|3782|3789|3790|3819|3820|3980
2216,974,PERPHENAZINE INJECTION PARENTERAL 5 mg/1mL,PERPHENAZINE,2666,Perphenazine,Perphenazine,2666|3581|3615|3638|3639|3640|3702|3724|3727|3728|3757|3760|3761|3781|3782|3789|3790|3819|3820|3980
885,972,PERPHENAZINE TABLET ORAL 2 mg,PERPHENAZINE,2666,Perphenazine,Perphenazine,2666|3581|3615|3638|3639|3640|3702|3724|3727|3728|3757|3760|3761|3781|3782|3789|3790|3819|3820|3980
857,975,PERPHENAZINE TABLET ORAL 8 mg,PERPHENAZINE,2666,Perphenazine,Perphenazine,2666|3581|3615|3638|3639|3640|3702|3724|3727|3728|3757|3760|3761|3781|3782|3789|3790|3819|3820|3980
570,1779,PERMETHRIN SHAMPOO TOPICAL 1 % 60 mL,PERMETHRIN,2664,Permethrin,Permethrin,
1831,2449,PERMETHRIN CREAM TOPICAL 5 % 30 g,PERMETHRIN,2664,Permethrin,Permethrin,
1970,1632,PERMETHRIN CREAM TOPICAL 1 % 60 g,PERMETHRIN,2664,Permethrin,Permethrin,
782,101,APOMORPHINE HYDROCHLORIDE INJECTION PARENTERAL 10 mg/1mL 3 mL,APOMORPHINE HYDROCHLORIDE,266,Apomorphine,Apomorphine,266|3635|3672|3724|3727|3728|3757|3760|3761|3819|3820|3872|3996
753,51973,APOMORPHINE HYDROCHLORIDE INJECTION PARENTERAL 5 mg/1mL 20 mL,APOMORPHINE HYDROCHLORIDE,266,Apomorphine,Apomorphine,266|3635|3672|3724|3727|3728|3757|3760|3761|3819|3820|3872|3996
261,51339,APIXABAN TABLET ORAL 2.5 mg,APIXABAN,265,Apixaban,Apixaban,265|3616|3617|3653|3724|3727|3728|3757|3760|3761|3771|3772|3781|3782|3816|3817|3820|3976|3977
257,51340,APIXABAN TABLET ORAL 5 mg,APIXABAN,265,Apixaban,Apixaban,265|3616|3617|3653|3724|3727|3728|3757|3760|3761|3771|3772|3781|3782|3816|3817|3820|3976|3977
505,970,"PENTOXIFYLLINE TABLET, EXTENDED RELEASE ORAL 400 mg",PENTOXIFYLLINE,2648,Pentoxifylline,Pentoxifylline,2648|3724|3726|3727
599,966,PENICILLIN V POTASSIUM TABLET ORAL 500 mg,PENICILLIN V POTASSIUM,2637,Penicillin V Potassium,Penicillin V Potassium,2637|3610|3940|3970
1895,963,"PENICILLIN V BENZATHINE POWDER, FOR SUSPENSION ORAL 400000 [iU]/5mL 100 mL",PENICILLIN V BENZATHINE,2636,Penicillin V Benzathine,Penicillin V Benzathine,3610|3940|3970
1914,964,"PENICILLIN V BENZATHINE POWDER, FOR SUSPENSION ORAL 200000 [iU]/5mL 100 mL",PENICILLIN V BENZATHINE,2636,Penicillin V Benzathine,Penicillin V Benzathine,3610|3940|3970
1419,962,"PENICILLIN G PROCAINE INJECTION, POWDER, FOR SOLUTION PARENTERAL 800000 U",PENICILLIN G PROCAINE,2635,Penicillin G Procaine,Penicillin G Procaine,3610|3940|3970
167,1714,PENICILLAMINE CAPSULE ORAL 250 mg,PENICILLAMINE,2631,PenicillAMINE,PenicillAMINE,2631
189,14098,"PEMETREXED INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 100 mg",PEMETREXED,2628,PEMEtrexed,PEMEtrexed,2628|3633|3875|3929|3940
137,6119,"PEMETREXED INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 mg",PEMETREXED,2628,PEMEtrexed,PEMEtrexed,2628|3633|3875|3929|3940
1998,50202,PEGINTERFERON ALFA-2A INJECTION PARENTERAL 360 ug/1mL 0.5 mL,PEGINTERFERON ALFA-2A,2620,Peginterferon Alfa-2a,Peginterferon Alfa-2a,2620|3723|3890|3891|3929|3969
1583,51936,"PEGFILGRASTIM INJECTION, SOLUTION PARENTERAL 10 mg/1mL 0.3 mL",PEGFILGRASTIM,2619,Pegfilgrastim,Pegfilgrastim,3856|3969
1080,18972,"PEGFILGRASTIM INJECTION, SOLUTION PARENTERAL 10 mg/1mL 0.6 mL",PEGFILGRASTIM,2619,Pegfilgrastim,Pegfilgrastim,3856|3969
1326,9037,"PEGASPARGASE INJECTION, POWDER, FOR SOLUTION PARENTERAL 3750 [iU]",PEGASPARGASE,2617,Pegaspargase,Pegaspargase,3647|3969
2003,24484,PAZOPANIB (AS HYDROCHLORIDE) TABLET ORAL 400 mg,PAZOPANIB (AS HYDROCHLORIDE),2611,PAZOPanib,PAZOPanib,2611|3599|3652|3724|3727|3728|3764|3767|3771|3772|3815|3816|3818|3819|3868|3876|3974|3975|3976|3995|4058
2006,22858,PAZOPANIB (AS HYDROCHLORIDE) TABLET ORAL 200 mg,PAZOPANIB (AS HYDROCHLORIDE),2611,PAZOPanib,PAZOPanib,2611|3599|3652|3724|3727|3728|3764|3767|3771|3772|3815|3816|3818|3819|3868|3876|3974|3975|3976|3995|4058
1199,5932,PAROXETINE (AS HYDROCHLORIDE) TABLET ORAL 20 mg,PAROXETINE (AS HYDROCHLORIDE),2605,PARoxetine,PARoxetine,2605|3579|3785|3787|3789|3790|3836|3871|4022|4023|4024
1989,52184,PAROXETINE (AS MESILATE) TABLET ORAL 20 mg,PAROXETINE (AS MESILATE),2605,PARoxetine,PARoxetine,2605|3579|3785|3787|3789|3790|3836|3871|4022|4023|4024
1948,23027,PAROXETINE (AS HYDROCHLORIDE) TABLET ORAL 40 mg,PAROXETINE (AS HYDROCHLORIDE),2605,PARoxetine,PARoxetine,2605|3579|3785|3787|3789|3790|3836|3871|4022|4023|4024
1987,948,PAPAVERINE HYDROCHLORIDE INJECTION PARENTERAL 40 mg/1mL 1 mL,PAPAVERINE HYDROCHLORIDE,2598,Papaverine,Papaverine,2598|3994|4007
15,2332,"PANTOPRAZOLE TABLET, DELAYED RELEASE ORAL 20 mg",PANTOPRAZOLE,2593,Pantoprazole,Pantoprazole,2593|3757|3760|3761|3789|3791|3819|3820|3888
2,2333,"PANTOPRAZOLE TABLET, DELAYED RELEASE ORAL 40 mg",PANTOPRAZOLE,2593,Pantoprazole,Pantoprazole,2593|3757|3760|3761|3789|3791|3819|3820|3888
602,10031,"PANTOPRAZOLE CAPSULE, DELAYED RELEASE ORAL 20 mg",PANTOPRAZOLE,2593,Pantoprazole,Pantoprazole,2593|3757|3760|3761|3789|3791|3819|3820|3888
578,10029,"PANTOPRAZOLE CAPSULE, DELAYED RELEASE ORAL 40 mg",PANTOPRAZOLE,2593,Pantoprazole,Pantoprazole,2593|3757|3760|3761|3789|3791|3819|3820|3888
853,2336,"PANTOPRAZOLE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 40 mg",PANTOPRAZOLE,2593,Pantoprazole,Pantoprazole,2593|3757|3760|3761|3789|3791|3819|3820|3888
1127,12540,"PANITUMUMAB INJECTION, SOLUTION, CONCENTRATE PARENTERAL 20 mg/1mL 5 mL",PANITUMUMAB,2591,Panitumumab,Panitumumab,3980
1085,12541,"PANITUMUMAB INJECTION, SOLUTION, CONCENTRATE PARENTERAL 20 mg/1mL 20 mL",PANITUMUMAB,2591,Panitumumab,Panitumumab,3980
2249,946,PANCURONIUM BROMIDE INJECTION PARENTERAL 2 mg/1mL 2 mL,PANCURONIUM BROMIDE,2590,Pancuronium,Pancuronium,2590|3930|3932
558,1899,"PAMIDRONATE DISODIUM INJECTION, SOLUTION, CONCENTRATE PARENTERAL 9 mg/1mL 10 mL",PAMIDRONATE DISODIUM,2588,Pamidronate,Pamidronate Disodium Omega (CAN),2588|3671
