,IR_generic_id,IR_generic_name,Ingredient,lexi_generic_id,lexi_generic_name,rows_in_db,catgs
493,840,"METOCLOPRAMIDE HYDROCHLORIDE SOLUTION, DROPS ORAL 4 mg/1mL 15 mL",METOCLOPRAMIDE HYDROCHLORIDE,2275,Metoclopramide,Metoclopramide,2275|3654|3724|3727|3728|3789|3790|3791|3853|3920|3996
465,839,METOCLOPRAMIDE INJECTION PARENTERAL 5 mg/1mL 2 mL,METOCLOPRAMIDE,2275,Metoclopramide,Metoclopramide,2275|3654|3724|3727|3728|3789|3790|3791|3853|3920|3996
1894,838,METHYLTESTOSTERONE TABLET ORAL 25 mg,METHYLTESTOSTERONE,2273,MethylTESTOSTERone,MethylTESTOSTERone,3598
1086,836,"METHYLPREDNISOLONE (AS SODIUM SUCCINATE) INJECTION, POWDER, FOR SOLUTION PARENTERAL 500 mg",METHYLPREDNISOLONE (AS SODIUM SUCCINATE),2271,MethylPREDNISolone,MethylPREDNISolone,2271|3708|3711|3713|3816|3817|3818|3867
678,835,"METHYLPREDNISOLONE ACETATE INJECTION, SUSPENSION PARENTERAL 40 mg/1mL",METHYLPREDNISOLONE ACETATE,2271,MethylPREDNISolone,MethylPREDNISolone,2271|3708|3711|3713|3816|3817|3818|3867
1680,50686,"METHYLPHENIDATE HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 54 mg",METHYLPHENIDATE HYDROCHLORIDE,2270,Methylphenidate,Methylphenidate,2270|3581|3703|3829|4042
1651,50685,"METHYLPHENIDATE HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 36 mg",METHYLPHENIDATE HYDROCHLORIDE,2270,Methylphenidate,Methylphenidate,2270|3581|3703|3829|4042
1610,50684,"METHYLPHENIDATE HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 18 mg",METHYLPHENIDATE HYDROCHLORIDE,2270,Methylphenidate,Methylphenidate,2270|3581|3703|3829|4042
289,1328,METHYLPHENIDATE HYDROCHLORIDE TABLET ORAL 10 mg,METHYLPHENIDATE HYDROCHLORIDE,2270,Methylphenidate,Methylphenidate,2270|3581|3703|3829|4042
2223,7991,"METHYLPHENIDATE HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 20 mg",METHYLPHENIDATE HYDROCHLORIDE,2270,Methylphenidate,Methylphenidate,2270|3581|3703|3829|4042
562,79,"AMPHOTERICIN B INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 50 mg",AMPHOTERICIN B,227,Amphotericin B (Oral),Amphotericin B (Lipid Complex) | Amphotericin B (Liposomal) | Amphotericin B (Oral) | Amphotericin B Cholesteryl Sulfate Complex | Amphotericin B Deoxycholate,
1075,17094,"AMPHOTERICIN B LIPOSOME INJECTION, POWDER, FOR SOLUTION PARENTERAL 50 mg",AMPHOTERICIN B LIPOSOME,227,Amphotericin B (Oral),Amphotericin B (Lipid Complex) | Amphotericin B (Liposomal) | Amphotericin B (Oral) | Amphotericin B Cholesteryl Sulfate Complex | Amphotericin B Deoxycholate,
2241,22891,AMPHOTERICIN B NANOLIPOSOMAL GEL TOPICAL 0.4 % 15 g,AMPHOTERICIN B NANOLIPOSOMAL,227,Amphotericin B (Oral),Amphotericin B (Lipid Complex) | Amphotericin B (Liposomal) | Amphotericin B (Oral) | Amphotericin B Cholesteryl Sulfate Complex | Amphotericin B Deoxycholate,
1306,833,METHYLERGONOVINE MALEATE TABLET ORAL 0.125 mg,METHYLERGONOVINE MALEATE,2266,Methylergonovine,Methylergonovine,2266|3816|3818|3819|3840|3841
2331,834,METHYLERGONOVINE MALEATE INJECTION PARENTERAL 0.2 mg/1mL 1 mL,METHYLERGONOVINE MALEATE,2266,Methylergonovine,Methylergonovine,2266|3816|3818|3819|3840|3841
1409,5979,METHYLENE BLUE INJECTION PARENTERAL 10 mg/1mL 5 mL,METHYLENE BLUE,2265,Methylene Blue,Methylene Blue,2265|3581|3615|3724|3727|3728|3757|3760|3761|3789|3791|3921|4024|4065|4072
861,832,METHYLDOPA TABLET ORAL 250 mg,METHYLDOPA,2263,Methyldopa,Methyldopa,2263|3590|3631|3672|3707|3836
466,831,METHYL SALICYLATE OINTMENT TOPICAL 30 % 30 g,METHYL SALICYLATE,2258,Methyl Salicylate,Methyl Salicylate,4019
671,52621,METHOXSALEN SOLUTION TOPICAL 1 % 25 mL,METHOXSALEN,2250,Methoxsalen (Topical),Methoxsalen (Systemic) | Methoxsalen (Topical),
1352,830,METHOXSALEN TABLET ORAL 10 mg,METHOXSALEN,2249,Methoxsalen (Systemic),Methoxsalen (Systemic) | Methoxsalen (Topical),2249|3720|3721|3733|3734|3737|3738
1527,52714,"METHOTREXATE INJECTION, SOLUTION, CONCENTRATE PARENTERAL 100 mg/1mL 10 mL",METHOTREXATE,2247,Methotrexate,Methotrexate,2247|3633|3653|3929|3940|3950|3951|3976|3977
812,2161,METHOTREXATE SODIUM INJECTION PARENTERAL 10 mg/1mL 5 mL,METHOTREXATE SODIUM,2247,Methotrexate,RATIO-Methotrexate Sodium [DSC] (CAN),2247|3633|3653|3929|3940|3950|3951|3976|3977
830,824,METHOTREXATE SODIUM TABLET ORAL 2.5 mg,METHOTREXATE SODIUM,2247,Methotrexate,RATIO-Methotrexate Sodium [DSC] (CAN),2247|3633|3653|3929|3940|3950|3951|3976|3977
1583,52432,"METHOTREXATE INJECTION, SOLUTION PARENTERAL 25 mg/1mL 1 mL",METHOTREXATE,2247,Methotrexate,Methotrexate,2247|3633|3653|3929|3940|3950|3951|3976|3977
2025,9431,METHOTREXATE SODIUM INJECTION PARENTERAL 2.5 mg/1mL 2 mL,METHOTREXATE SODIUM,2247,Methotrexate,RATIO-Methotrexate Sodium [DSC] (CAN),2247|3633|3653|3929|3940|3950|3951|3976|3977
1543,52098,"METHOTREXATE INJECTION, SOLUTION PARENTERAL 25 mg/1mL 0.4 mL",METHOTREXATE,2247,Methotrexate,Methotrexate,2247|3633|3653|3929|3940|3950|3951|3976|3977
2169,52122,"METHOTREXATE INJECTION, SOLUTION PARENTERAL 50 mg/1mL 0.5 mL",METHOTREXATE,2247,Methotrexate,Methotrexate,2247|3633|3653|3929|3940|3950|3951|3976|3977
2016,2158,METHOTREXATE SODIUM INJECTION PARENTERAL 25 mg/1mL 2 mL,METHOTREXATE SODIUM,2247,Methotrexate,RATIO-Methotrexate Sodium [DSC] (CAN),2247|3633|3653|3929|3940|3950|3951|3976|3977
1553,52099,"METHOTREXATE INJECTION, SOLUTION PARENTERAL 25 mg/1mL 0.6 mL",METHOTREXATE,2247,Methotrexate,Methotrexate,2247|3633|3653|3929|3940|3950|3951|3976|3977
1911,52123,"METHOTREXATE INJECTION, SOLUTION PARENTERAL 50 mg/1mL 0.6 mL",METHOTREXATE,2247,Methotrexate,Methotrexate,2247|3633|3653|3929|3940|3950|3951|3976|3977
1620,52824,"METHOTREXATE INJECTION, SOLUTION PARENTERAL 25 mg/1mL 2 mL",METHOTREXATE,2247,Methotrexate,Methotrexate,2247|3633|3653|3929|3940|3950|3951|3976|3977
1611,52097,"METHOTREXATE INJECTION, SOLUTION PARENTERAL 25 mg/1mL 0.3 mL",METHOTREXATE,2247,Methotrexate,Methotrexate,2247|3633|3653|3929|3940|3950|3951|3976|3977
1565,52100,"METHOTREXATE INJECTION, SOLUTION PARENTERAL 25 mg/1mL 0.8 mL",METHOTREXATE,2247,Methotrexate,Methotrexate,2247|3633|3653|3929|3940|3950|3951|3976|3977
250,823,METHOCARBAMOL TABLET ORAL 500 mg,METHOCARBAMOL,2244,Methocarbamol,Methocarbamol,2244|3702|3928
360,822,METHOCARBAMOL INJECTION PARENTERAL 100 mg/1mL 10 mL,METHOCARBAMOL,2244,Methocarbamol,Methocarbamol,2244|3702|3928
2151,52318,METHOCARBAMOL TABLET ORAL 750 mg,METHOCARBAMOL,2244,Methocarbamol,Methocarbamol,2244|3702|3928
924,821,METHIMAZOLE TABLET ORAL 5 mg,METHIMAZOLE,2242,MethIMAzole,MethIMAzole,2242|3643|3929
1513,2705,METHADONE HYDROCHLORIDE TABLET ORAL 20 mg,METHADONE HYDROCHLORIDE,2235,Methadone,Methadone,2235|3702|3743|3744|3745|3757|3760|3761|3781|3782|3788|3789|3791|3816|3817|3818|3837|3959|3961|3994|4004
1639,819,METHADONE HYDROCHLORIDE INJECTION PARENTERAL 5 mg/1mL 1 mL,METHADONE HYDROCHLORIDE,2235,Methadone,Methadone,2235|3702|3743|3744|3745|3757|3760|3761|3781|3782|3788|3789|3791|3816|3817|3818|3837|3959|3961|3994|4004
1515,2706,METHADONE HYDROCHLORIDE TABLET ORAL 40 mg,METHADONE HYDROCHLORIDE,2235,Methadone,Methadone,2235|3702|3743|3744|3745|3757|3760|3761|3781|3782|3788|3789|3791|3816|3817|3818|3837|3959|3961|3994|4004
1584,818,METHADONE HYDROCHLORIDE TABLET ORAL 5 mg,METHADONE HYDROCHLORIDE,2235,Methadone,Methadone,2235|3702|3743|3744|3745|3757|3760|3761|3781|3782|3788|3789|3791|3816|3817|3818|3837|3959|3961|3994|4004
1566,51870,"METHADONE HYDROCHLORIDE TABLET, FOR SUSPENSION ORAL 20 mg",METHADONE HYDROCHLORIDE,2235,Methadone,Methadone,2235|3702|3743|3744|3745|3757|3760|3761|3781|3782|3788|3789|3791|3816|3817|3818|3837|3959|3961|3994|4004
1522,2444,METHADONE HYDROCHLORIDE SOLUTION ORAL 25 mg/5 mL 250 mL,METHADONE HYDROCHLORIDE,2235,Methadone,Methadone,2235|3702|3743|3744|3745|3757|3760|3761|3781|3782|3788|3789|3791|3816|3817|3818|3837|3959|3961|3994|4004
2254,52243,"EMPAGLIFLOZIN / METFORMIN HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 25 mg/1000 mg",METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
6,817,METFORMIN HYDROCHLORIDE TABLET ORAL 500 mg,METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
35,10915,METFORMIN HYDROCHLORIDE TABLET ORAL 1000 mg,METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
2342,52761,"SITAGLIPTIN (AS PHOSPHATE) / METFORMIN HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 50 mg/500 mg",METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
1733,52692,"EMPAGLIFLOZIN / METFORMIN HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 12.5 mg/1000 mg",METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
1755,52242,"EMPAGLIFLOZIN / METFORMIN HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 10 mg/1000 mg",METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
2346,52762,"SITAGLIPTIN (AS PHOSPHATE) / METFORMIN HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 50 mg/1000 mg",METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
1736,52691,"EMPAGLIFLOZIN / METFORMIN HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 5 mg/1000 mg",METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
135,52174,EMPAGLIFLOZIN / METFORMIN HYDROCHLORIDE TABLET ORAL 5 mg/1000 mg,METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
497,52112,METFORMIN HYDROCHLORIDE / LINAGLIPTIN TABLET ORAL 500 mg/2.5 mg,METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
115,52176,EMPAGLIFLOZIN / METFORMIN HYDROCHLORIDE TABLET ORAL 12.5 mg/1000 mg,METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
645,21337,"METFORMIN HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 500 mg",METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
769,52841,"EMPAGLIFLOZIN / LINAGLIPTIN / METFORMIN HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL",METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
220,17106,METFORMIN HYDROCHLORIDE / GLIBENCLAMIDE TABLET ORAL 500 mg/2.5 mg,METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
373,17197,METFORMIN HYDROCHLORIDE / GLIBENCLAMIDE TABLET ORAL 500 mg/5 mg,METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
697,15478,SITAGLIPTIN (AS PHOSPHATE) / METFORMIN HYDROCHLORIDE TABLET ORAL 50 mg/1000 mg,METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
699,15754,SITAGLIPTIN (AS PHOSPHATE) / METFORMIN HYDROCHLORIDE TABLET ORAL 50 mg/500 mg,METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
760,52842,"EMPAGLIFLOZIN / LINAGLIPTIN / METFORMIN HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL",METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
482,52111,METFORMIN HYDROCHLORIDE / LINAGLIPTIN TABLET ORAL 1000 mg/2.5 mg,METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
177,16844,"METFORMIN HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 750 mg",METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
157,52241,EMPAGLIFLOZIN / METFORMIN HYDROCHLORIDE TABLET ORAL 12.5 mg/500 mg,METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
765,52839,"EMPAGLIFLOZIN / LINAGLIPTIN / METFORMIN HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL",METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
755,52840,"EMPAGLIFLOZIN / LINAGLIPTIN / METFORMIN HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL",METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
144,16845,"METFORMIN HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 1000 mg",METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
151,52173,EMPAGLIFLOZIN / METFORMIN HYDROCHLORIDE TABLET ORAL 5 mg/500 mg,METFORMIN HYDROCHLORIDE,2233,MetFORMIN,MetFORMIN,2233|3580|3619|3917|3958
1353,814,MESNA INJECTION PARENTERAL 100 mg/1mL 4 mL,MESNA,2226,Mesna,Mesna,
1140,9916,"MESALAZINE TABLET, DELAYED RELEASE ORAL 800 mg",MESALAZINE,2225,Mesalamine,Mesalazine (INT),2225|3573
1203,50022,"MESALAZINE GRANULE, EXTENDED RELEASE ORAL 2 g",MESALAZINE,2225,Mesalamine,Mesalazine (INT),2225|3573
1944,52146,MESALAZINE ENEMA RECTAL 1 g/100mL,MESALAZINE,2225,Mesalamine,Mesalazine (INT),2225|3573
335,2246,MESALAZINE SUPPOSITORY RECTAL 500 mg,MESALAZINE,2225,Mesalamine,Mesalazine (INT),2225|3573
785,785,MESALAZINE ENEMA RECTAL 4 g/100mL,MESALAZINE,2225,Mesalamine,Mesalazine (INT),2225|3573
1978,52302,"MESALAZINE TABLET, EXTENDED RELEASE ORAL 1 g",MESALAZINE,2225,Mesalamine,Mesalazine (INT),2225|3573
57,50426,"MESALAZINE CAPSULE, EXTENDED RELEASE ORAL 500 mg",MESALAZINE,2225,Mesalamine,Mesalazine (INT),2225|3573
1267,812,"MESALAZINE TABLET, DELAYED RELEASE ORAL 400 mg",MESALAZINE,2225,Mesalamine,Mesalazine (INT),2225|3573
2188,52672,"MESALAZINE TABLET, EXTENDED RELEASE ORAL 1200 mg",MESALAZINE,2225,Mesalamine,Mesalazine (INT),2225|3573
945,813,"MESALAZINE TABLET, DELAYED RELEASE ORAL 500 mg",MESALAZINE,2225,Mesalamine,Mesalazine (INT),2225|3573
1455,11655,MESALAZINE SUPPOSITORY RECTAL 1000 mg,MESALAZINE,2225,Mesalamine,Mesalazine (INT),2225|3573
1197,2443,"MESALAZINE GRANULE, EXTENDED RELEASE ORAL 1 g",MESALAZINE,2225,Mesalamine,Mesalazine (INT),2225|3573
1291,3283,"MEROPENEM INJECTION, POWDER, FOR SOLUTION PARENTERAL 500 mg",MEROPENEM,2223,Meropenem,Meropenem,2223|3610|3687
858,5629,"MEROPENEM INJECTION, POWDER, FOR SOLUTION PARENTERAL 1 g",MEROPENEM,2223,Meropenem,Meropenem,2223|3610|3687
668,811,MERCAPTOPURINE TABLET ORAL 50 mg,MERCAPTOPURINE,2222,Mercaptopurine,Mercaptopurine,2222|3577|3633|3875|3929|4051
2245,1782,MEPIVACAINE HYDROCHLORIDE INJECTION PARENTERAL 3 % 1.8 mL,MEPIVACAINE HYDROCHLORIDE,2214,Mepivacaine,Mepivacaine,2214|3909
1628,1354,PETHIDINE HYDROCHLORIDE INJECTION PARENTERAL 50 mg/1mL 1 mL,PETHIDINE HYDROCHLORIDE,2212,Meperidine,Pethidine (INT) | Pethidine and Promethazine (INT),2212|3581|3702|3816|3818|3819|3837|3959|4024|4029
1690,11397,PETHIDINE HYDROCHLORIDE INJECTION PARENTERAL 25 mg/1mL 1 mL,PETHIDINE HYDROCHLORIDE,2212,Meperidine,Pethidine (INT) | Pethidine and Promethazine (INT),2212|3581|3702|3816|3818|3819|3837|3959|4024|4029
1615,1355,PETHIDINE HYDROCHLORIDE INJECTION PARENTERAL 50 mg/1mL 2 mL,PETHIDINE HYDROCHLORIDE,2212,Meperidine,Pethidine (INT) | Pethidine and Promethazine (INT),2212|3581|3702|3816|3818|3819|3837|3959|4024|4029
2133,52686,MENTHOL / ZINC OXIDE / CALAMINE OINTMENT TOPICAL 0.44 g/20.625 g/10 g/100 g 60 g,MENTHOL,2210,Menthol and Zinc Oxide (Topical),Menthol and Phenol | Menthol and Zinc Oxide | Menthol and Zinc Oxide (Topical),
1827,19586,MENTHOL / ZINC OXIDE / CALAMINE OINTMENT TOPICAL 0.44 g/20.625 g/10 g/100 g 70 g,MENTHOL,2210,Menthol and Zinc Oxide (Topical),Menthol and Phenol | Menthol and Zinc Oxide | Menthol and Zinc Oxide (Topical),
1452,807,MENTHOL SALICYLATE OINTMENT TOPICAL 10 %/15 % 30 g,MENTHOL SALICYLATE,2210,Menthol and Zinc Oxide (Topical),Menthol and Phenol | Menthol and Zinc Oxide | Menthol and Zinc Oxide (Topical),
2310,52685,MENTHOL / ZINC OXIDE / CALAMINE OINTMENT TOPICAL 0.44 g/20.625 g/10 g/100 g 30 g,MENTHOL,2210,Menthol and Zinc Oxide (Topical),Menthol and Phenol | Menthol and Zinc Oxide | Menthol and Zinc Oxide (Topical),
854,804,"MENOTROPINS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 75 [iU]/75 [iU]",MENOTROPINS,2207,Menotropins,Menotropins,
279,2206,"Amoxicillin / Clavulanate POWDER, FOR SUSPENSION ORAL 400 mg/57 mg/5 mL 100 mL",Amoxicillin,220,Amoxicillin,Amoxicillin,220|3610|3970
1875,2021,AMOXICILLIN TABLET ORAL 500 mg,AMOXICILLIN,220,Amoxicillin,Amoxicillin,220|3610|3970
314,2205,"Amoxicillin / Clavulanate POWDER, FOR SUSPENSION ORAL 200 mg/28.5 mg/5 mL 100 mL",Amoxicillin,220,Amoxicillin,Amoxicillin,220|3610|3970
271,337,Amoxicillin / Clavulanate TABLET ORAL 250 mg/125 mg,Amoxicillin,220,Amoxicillin,Amoxicillin,220|3610|3970
692,75,"AMOXICILLIN POWDER, FOR SUSPENSION ORAL 125 mg/5mL 100 mL",AMOXICILLIN,220,Amoxicillin,Amoxicillin,220|3610|3970
2213,52802,Amoxicillin / Clavulanate TABLET ORAL,Amoxicillin,220,Amoxicillin,Amoxicillin,220|3610|3970
385,51302,"Amoxicillin / Clavulanate INJECTION, POWDER, FOR SOLUTION PARENTERAL 1000 mg/200 mg",Amoxicillin,220,Amoxicillin,Amoxicillin,220|3610|3970
253,77,AMOXICILLIN CAPSULE ORAL 500 mg,AMOXICILLIN,220,Amoxicillin,Amoxicillin,220|3610|3970
336,1440,"Amoxicillin / Clavulanate POWDER, FOR SUSPENSION ORAL 250 mg/62.5 mg/5mL 100 mL",Amoxicillin,220,Amoxicillin,Amoxicillin,220|3610|3970
1050,335,"Amoxicillin / Clavulanate POWDER, FOR SUSPENSION ORAL 125 mg/31.25 mg/5mL 100 mL",Amoxicillin,220,Amoxicillin,Amoxicillin,220|3610|3970
368,6524,"AMOXICILLIN POWDER, FOR SUSPENSION ORAL 400 mg/5 mL 70 mL",AMOXICILLIN,220,Amoxicillin,Amoxicillin,220|3610|3970
404,6523,"AMOXICILLIN POWDER, FOR SUSPENSION ORAL 200 mg/5 mL 70 mL",AMOXICILLIN,220,Amoxicillin,Amoxicillin,220|3610|3970
378,78,"AMOXICILLIN POWDER, FOR SUSPENSION ORAL 250 mg/5mL 100 mL",AMOXICILLIN,220,Amoxicillin,Amoxicillin,220|3610|3970
309,76,AMOXICILLIN CAPSULE ORAL 250 mg,AMOXICILLIN,220,Amoxicillin,Amoxicillin,220|3610|3970
1938,52224,"Amoxicillin / Clavulanate POWDER, FOR SUSPENSION ORAL 250 mg/62.5 mg",Amoxicillin,220,Amoxicillin,Amoxicillin,220|3610|3970
310,20307,"Amoxicillin / Clavulanate POWDER, FOR SUSPENSION ORAL 600 mg/42.9 mg/5mL 75 mL",Amoxicillin,220,Amoxicillin,Amoxicillin,220|3610|3970
339,338,Amoxicillin / Clavulanate TABLET ORAL 500 mg/125 mg,Amoxicillin,220,Amoxicillin,Amoxicillin,220|3610|3970
2319,52665,ACETAMINOPHEN / GUAIFENESIN / PHENYLEPHRINE SYRUP ORAL 125 mg/50 mg/2.5 mg/5mL 60 mL,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
1401,50341,ACETAMINOPHEN / CHLORPHENIRAMINE / DEXTROMETHORPHAN / PHENYLEPHRINE SYRUP ORAL 160 mg/1 mg/5 mg/2.5 mg/5mL 120 mL,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
229,12650,ACETAMINOPHEN / CAFFEINE TABLET ORAL 500 mg/65 mg,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
25,8979,ACETAMINOPHEN / CAFFEINE / IBUPROFEN CAPSULE ORAL 325 mg/40 mg/200 mg,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
231,52159,ACETAMINOPHEN / CAFFEINE / CODEINE PHOSPHATE TABLET ORAL 300 mg/15 mg/15 mg,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
1871,17679,"ACETAMINOPHEN TABLET, FOR SOLUTION ORAL 125 mg",ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
1396,22078,ACETAMINOPHEN / GUAIFENESIN / PHENYLEPHRINE SYRUP ORAL 125 mg/50 mg/2.5 mg/5mL 120 mL,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
330,4,ACETAMINOPHEN SOLUTION ORAL 120 mg/5mL 60 mL,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
976,52274,ACETAMINOPHEN / DIPHENHYDRAMINE / PHENYLEPHRINE SYRUP ORAL 160 mg/12.5 mg/2.5 mg/5mL 200 mL,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
388,3,"ACETAMINOPHEN SOLUTION, DROPS ORAL 100 mg/1mL 15 mL",ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
1406,52662,ACETAMINOPHEN / IBUPROFEN TABLET ORAL 500 mg/200 mg,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
1547,21742,"ACETAMINOPHEN / CAFFEINE / IBUPROFEN CAPSULE, LIQUID FILLED ORAL 325 mg/40 mg/200 mg",ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
688,52636,ACETAMINOPHEN / CAFFEINE / CHLORPHENIRAMINE / VITAMIN C CAPSULE ORAL 200 mg/25 mg/2.5 mg/150 mg,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
350,6,ACETAMINOPHEN SUPPOSITORY RECTAL 125 mg,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
1786,52633,ACETAMINOPHEN / OXYCODONE HYDROCHLORIDE TABLET ORAL 325 mg/10 mg,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
718,52273,ACETAMINOPHEN / DIPHENHYDRAMINE / PHENYLEPHRINE SYRUP ORAL 160 mg/12.5 mg/2.5 mg/5mL 120 mL,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
1788,52632,ACETAMINOPHEN / OXYCODONE HYDROCHLORIDE TABLET ORAL 325 mg/5 mg,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
982,52271,ACETAMINOPHEN / GUAIFENESIN / PHENYLEPHRINE SYRUP ORAL 125 mg/50 mg/2.5 mg/5mL 200 mL,ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
99,21986,"ACETAMINOPHEN SUSPENSION, DROPS ORAL 100 mg/1mL 15 mL",ACETAMINOPHEN,22,Acetaminophen,Acetaminophen,22|3724|3727|3728|3734|3737|3738|3781|3782|3789|3791|3799|3800|3803|3819|3820|3920
